0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

0,48,40,1794941,70052,11507,28760,23504,4368,4396,1043

